acctnum,gender,R,F,M,firstpur,age_class,single,student,mailing,respmail
28408,0,16,2,161,18,0,0,1,1,0
28435,0,6,9,20.7777777777778,58,2,1,1,1,0
28438,0,26,1,162,26,1,0,0,1,0
28463,0,6,1,26,6,0,0,0,1,0
28474,1,16,1,74,16,0,0,0,1,0
28493,0,12,10,42.1,66,1,1,1,1,1
28498,0,14,5,68.8,38,1,0,0,1,0
28499,1,34,2,27,38,2,0,0,1,0
28501,1,16,8,48.5,52,2,1,1,1,1
28521,1,2,2,78.5,6,0,0,1,1,0
28523,1,14,2,81,20,0,0,1,1,0
28530,1,10,1,106,10,1,0,0,1,0
28545,0,22,6,63.3333333333333,40,1,1,1,1,0
28554,0,30,2,139.5,36,0,0,1,1,0
28558,0,10,4,35.25,30,1,0,1,1,0
28567,1,2,1,296,2,0,0,0,1,0
28582,1,2,2,73,8,2,0,0,1,0
28588,1,14,3,74.3333333333333,22,0,0,1,1,0
28603,0,14,2,113.5,20,1,0,1,1,0
28612,0,4,12,39.5833333333333,70,2,0,1,1,0
28627,0,30,2,88,38,0,0,1,1,0
28660,0,32,2,149,34,0,1,0,1,0
28661,1,16,11,19.4545454545455,56,1,0,1,1,0
28663,1,16,7,24.2857142857143,38,2,1,1,1,0
28665,0,10,4,64,18,0,0,1,1,0
28671,0,4,5,26.6,22,1,0,0,1,0
28692,0,4,2,33.5,6,0,1,0,1,0
28703,1,10,2,70,16,1,0,1,1,0
28704,1,10,1,306,10,0,0,1,1,0
28719,0,2,1,68,2,1,0,0,1,0
28721,0,32,2,43,38,1,0,0,1,0
28729,0,14,2,66.5,20,0,1,0,1,0
28731,0,12,1,162,12,0,0,0,1,0
28745,1,10,1,263,10,1,0,0,1,0
28761,0,8,3,32.6666666666667,14,1,0,1,1,0
28770,1,24,9,41.3333333333333,44,3,0,1,1,1
28775,0,18,2,110,22,1,0,0,1,0
28780,1,12,7,42.1428571428571,42,0,1,1,1,0
28790,0,32,2,157.5,38,1,0,0,1,0
28800,0,10,8,18,42,1,0,1,1,0
28801,1,16,1,56,16,0,0,0,1,0
28806,0,30,1,197,30,0,1,0,1,0
28815,0,16,5,45.6,36,2,0,1,1,0
28840,0,16,2,75,22,0,0,0,1,0
28853,0,2,1,176,2,1,0,0,1,0
28856,0,14,2,56,16,1,1,0,1,0
28861,0,14,12,38.9166666666667,84,1,1,1,1,0
28863,0,36,2,87,44,1,0,1,1,1
28865,0,16,2,26.5,20,0,1,0,1,0
28871,0,2,12,26.75,64,1,1,1,1,1
28875,0,2,2,17,10,0,1,0,1,0
28889,1,34,2,162.5,40,1,0,0,1,0
28891,0,2,2,36.5,6,0,0,1,1,0
28898,1,14,4,83.75,22,0,1,0,1,0
28906,0,30,7,48.1428571428571,52,0,1,1,1,1
28909,0,8,4,42.5,22,1,0,1,1,0
28915,1,2,10,20.9,60,3,1,1,1,0
28918,0,4,1,211,4,0,0,1,1,0
28930,0,12,1,43,12,0,0,0,1,0
28942,0,4,4,75.25,24,1,0,0,1,0
28971,0,26,8,33,68,2,0,1,1,0
28975,0,2,2,52.5,10,2,0,0,1,0
28976,0,12,1,201,12,0,0,0,1,0
28989,0,10,2,128.5,14,0,0,1,1,0
29010,1,14,2,126,18,1,0,0,1,0
29011,0,14,2,109.5,20,0,0,1,1,0
29026,0,32,1,70,32,0,0,0,1,0
29027,1,30,2,116.5,32,1,0,0,1,0
29031,0,22,2,50.5,26,1,0,0,1,0
29062,0,34,2,25.5,40,2,0,0,1,0
29072,1,4,1,100,4,0,0,1,1,0
29074,0,12,1,274,12,0,0,0,1,0
29087,0,10,1,211,10,0,0,0,1,0
29104,0,8,10,44.5,64,0,0,1,1,1
29108,1,36,4,77,58,1,1,0,1,0
29123,1,20,1,91,20,0,1,0,1,0
29129,0,6,4,62,24,2,0,1,1,0
29133,0,14,9,46.1111111111111,58,4,0,0,1,0
29150,1,12,3,106.666666666667,20,0,0,1,1,1
29177,0,30,1,200,30,0,0,0,1,0
29178,0,16,8,24.625,48,4,0,1,1,0
29191,1,8,9,24.6666666666667,46,0,1,1,1,0
29217,0,16,7,34,56,0,1,1,1,0
29223,0,6,2,105,10,1,0,0,1,0
29224,0,26,3,61,38,1,0,1,1,0
29228,0,6,10,33.3,44,1,0,1,1,0
29230,1,2,10,15,36,1,1,1,1,0
29235,1,12,8,31.625,42,1,0,1,1,1
29237,0,14,2,93.5,18,0,1,1,1,0
29238,0,4,1,182,4,0,0,1,1,0
29243,0,14,2,153.5,16,1,0,1,1,0
29291,0,2,2,39.5,10,2,0,0,1,0
29298,1,2,2,54.5,10,0,0,1,1,0
29305,1,36,1,80,36,1,0,0,1,0
29311,1,22,7,27.8571428571429,52,0,1,1,1,0
29321,0,6,1,86,6,0,0,0,1,0
29326,1,4,1,253,4,0,0,0,1,0
29355,0,18,1,18,18,0,1,0,1,0
29378,0,16,2,42,22,1,0,1,1,0
29381,0,10,1,294,10,0,0,1,1,0
29395,0,14,10,30,64,4,1,1,1,1
29412,0,2,2,33.5,6,0,0,1,1,0
29414,0,4,1,93,4,0,0,0,1,0
29420,0,12,1,295,12,0,0,1,1,0
29421,0,12,2,75,20,1,0,1,1,0
29424,0,10,8,37,52,3,1,1,1,1
29426,0,10,2,69.5,14,0,0,0,1,0
29437,0,8,1,102,8,0,0,1,1,0
29438,0,2,5,20.6,16,1,0,1,1,1
29449,0,10,6,59.6666666666667,24,1,1,1,1,1
29451,0,26,8,49.75,58,1,1,1,1,0
29472,0,2,3,109,14,1,1,1,1,0
29487,0,2,1,245,2,1,0,0,1,0
29492,0,14,1,199,14,1,0,0,1,0
29495,0,10,2,49.5,14,0,0,1,1,0
29501,0,22,2,149.5,26,0,1,0,1,0
29506,1,2,1,64,2,0,0,0,1,0
29507,0,12,1,17,12,1,0,0,1,0
29515,0,12,2,16,20,1,0,1,1,0
29520,0,16,2,92.5,24,0,0,0,1,0
29550,0,4,4,22,26,1,0,0,1,0
29563,0,2,1,25,2,1,0,0,1,0
29564,0,36,3,67,46,1,0,0,1,0
29582,0,28,1,175,28,1,0,0,1,0
29589,0,12,9,23,58,3,0,1,1,1
29590,0,12,4,44.75,32,1,0,1,1,0
29610,1,24,4,84,40,0,0,1,1,0
29618,1,12,1,41,12,1,0,0,1,0
29632,0,4,8,43.625,44,2,0,1,1,0
29634,1,12,1,235,12,0,0,1,1,0
29638,1,32,8,15.125,48,1,1,1,1,1
29640,1,10,3,96.6666666666667,22,1,1,0,1,0
29648,0,12,1,252,12,0,0,0,1,0
29651,0,12,1,213,12,0,0,0,1,0
29653,1,16,7,53.4285714285714,46,2,0,1,1,1
29668,0,16,2,104.5,22,0,0,1,1,0
29671,0,16,1,232,16,0,1,0,1,0
29680,0,16,5,21,26,1,0,1,1,1
29687,0,16,1,53,16,0,0,0,1,0
29709,1,16,2,104,20,1,0,1,1,0
29710,0,4,9,18,52,5,0,1,1,1
29724,0,6,12,23.3333333333333,58,0,0,1,1,0
29725,0,8,1,131,8,1,0,0,1,0
29768,1,34,1,209,34,0,0,0,1,0
29778,1,22,2,127.5,30,0,0,0,1,0
29781,0,10,7,43.2857142857143,24,1,1,1,1,1
29817,1,16,12,24.25,54,4,0,1,1,0
29820,0,4,4,53.75,18,0,1,0,1,0
29824,1,10,10,29.7,56,3,1,0,1,0
29832,0,32,2,154.5,38,0,0,1,1,0
29840,1,12,1,120,12,0,1,0,1,0
29843,1,6,1,83,6,0,0,0,1,0
29844,1,16,2,150.5,22,1,0,0,1,0
29845,1,10,4,32.75,22,1,1,1,1,0
29846,1,12,7,42.1428571428571,50,2,1,0,1,0
29878,0,16,11,25.7272727272727,42,3,1,1,1,0
29881,0,4,2,89,8,0,0,1,1,0
29898,1,8,6,52.5,32,4,0,0,1,0
29899,0,6,5,74.6,24,1,0,1,1,0
29905,0,8,9,32.7777777777778,34,1,1,1,1,1
29908,0,24,1,62,24,0,0,0,1,0
29914,1,10,2,106.5,12,0,1,0,1,0
29918,0,22,7,44.4285714285714,36,0,0,1,1,1
29923,0,6,9,29.1111111111111,36,0,1,1,1,1
29928,1,12,2,112,18,1,0,0,1,0
29930,0,10,1,47,10,1,0,0,1,0
29937,0,16,2,76.5,20,1,0,1,1,0
29950,0,20,2,139,26,0,1,0,1,0
29958,1,36,11,27.9090909090909,76,2,1,1,1,0
29963,1,16,11,21,48,2,1,1,1,1
29971,1,32,3,104.666666666667,40,1,0,0,1,0
29974,1,8,7,42.8571428571429,32,3,0,1,1,0
29981,0,2,6,54.8333333333333,32,0,1,1,1,1
29990,0,2,1,195,2,0,0,0,1,0
29992,1,20,2,142,28,1,1,0,1,0
30018,1,4,2,94,10,1,0,0,1,0
30032,0,34,2,75.5,40,1,0,0,1,0
30076,0,16,2,55.5,22,0,0,0,1,0
30080,0,10,7,15.4285714285714,30,5,0,1,1,0
30087,0,14,2,102.5,16,0,0,1,1,0
30105,1,12,2,110.5,18,0,0,1,1,0
30109,1,2,2,36,4,0,0,0,1,0
30114,0,16,8,43.875,62,3,1,1,1,1
30118,0,2,1,198,2,0,0,0,1,0
30146,1,6,1,271,6,0,0,0,1,0
30154,0,16,8,34.5,56,2,0,1,1,1
30173,0,8,2,143,16,0,0,0,1,0
30184,0,14,1,211,14,0,1,0,1,0
30229,0,4,12,18.0833333333333,66,2,1,1,1,0
30255,0,10,2,56.5,16,0,0,1,1,0
30257,0,10,10,35.5,34,2,0,1,1,0
30283,0,26,1,207,26,0,0,0,1,0
30288,0,14,2,156,20,0,1,1,1,0
30294,0,10,10,32.9,44,1,1,1,1,1
30299,1,36,2,129.5,40,1,0,1,1,0
30300,0,28,1,236,28,0,0,0,1,0
30322,1,24,1,218,24,0,0,1,1,0
30331,0,14,1,249,14,0,0,1,1,0
30339,1,24,2,70,26,0,0,0,1,0
30345,1,36,2,161.5,40,2,0,0,1,0
30346,0,28,1,31,28,0,1,0,1,0
30374,1,32,2,105.5,34,0,1,0,1,0
30385,0,18,4,28.25,40,0,0,1,1,0
30409,0,4,2,123.5,12,0,1,0,1,0
30413,1,12,1,289,12,0,0,0,1,0
30422,0,10,1,119,10,0,0,0,1,0
30426,1,10,2,32,16,0,0,1,1,0
30430,0,8,2,34,14,0,0,1,1,1
30441,1,12,3,32,30,0,0,0,1,0
30451,0,32,2,123.5,40,0,0,0,1,0
30467,0,30,9,38.8888888888889,72,3,1,1,1,1
30477,0,12,7,21,40,0,1,1,1,0
30490,0,26,2,137.5,32,0,0,1,1,0
30495,1,8,5,74.4,32,0,1,1,1,1
30502,1,14,2,162.5,18,0,0,1,1,0
30531,0,22,1,266,22,0,0,0,1,0
30539,0,10,8,50.375,42,2,0,1,1,0
30543,0,6,5,31.2,34,0,1,1,1,0
30545,1,12,2,48.5,18,1,0,0,1,0
30549,1,6,6,57.8333333333333,24,1,0,1,1,1
30565,1,6,1,15,6,1,0,0,1,0
30590,0,6,7,39.4285714285714,38,1,0,1,1,0
30592,1,12,12,21.4166666666667,82,1,1,1,1,1
30606,0,30,1,103,30,1,0,0,1,0
30615,1,12,7,47.4285714285714,52,3,1,1,1,1
30619,0,16,9,40.6666666666667,66,2,1,1,1,0
30628,1,14,12,15,70,5,1,1,1,0
30665,0,8,1,149,8,0,0,0,1,0
30675,0,12,2,101.5,18,0,1,1,1,0
30679,0,12,6,52,30,0,1,1,1,0
30703,0,10,1,98,10,1,0,0,1,0
30715,0,28,2,125.5,30,0,1,0,1,0
30720,0,34,2,150,36,1,0,0,1,0
30726,0,4,6,61.3333333333333,18,2,1,1,1,0
30742,1,12,1,100,12,0,0,0,1,0
30756,0,12,4,45,24,1,0,1,1,0
30761,1,10,1,124,10,0,0,0,1,0
30762,0,4,4,52,22,1,0,1,1,0
30764,1,6,1,38,6,0,0,1,1,0
30774,0,14,1,230,14,0,0,0,1,0
30775,0,10,2,135,14,1,0,1,1,1
30788,0,30,10,16.7,68,0,0,1,1,1
30812,0,10,8,50.625,38,4,0,1,1,0
30815,1,10,2,38.5,12,0,0,0,1,0
30818,1,4,1,187,4,0,0,1,1,0
30824,1,10,1,216,10,1,0,0,1,0
30842,0,10,12,38.5,64,2,1,1,1,0
30850,0,22,10,16.9,62,1,0,1,1,0
30867,0,28,2,161.5,32,0,0,1,1,0
30872,0,4,7,38.4285714285714,40,3,0,1,1,0
30881,0,16,11,40.9090909090909,52,3,1,1,1,0
30891,0,4,2,48,6,1,0,1,1,0
30908,0,36,6,51,50,1,0,1,1,0
30928,1,10,12,15.1666666666667,48,2,1,1,1,0
30947,0,12,1,110,12,0,0,0,1,0
30959,0,24,7,33.5714285714286,64,0,1,1,1,1
30973,0,12,5,50.6,36,3,0,1,1,0
30976,0,6,2,18,12,0,0,1,1,0
30984,0,6,6,37,36,1,0,1,1,1
30988,0,6,8,35.625,28,3,0,1,1,0
30998,0,16,2,150,24,1,0,1,1,0
31007,0,6,1,310,6,1,0,0,1,0
31012,0,16,9,42.2222222222222,56,2,0,1,1,0
31015,0,30,1,113,30,1,0,0,1,0
31024,0,2,7,24.4285714285714,18,2,1,1,1,0
31030,0,24,2,83,28,0,0,0,1,0
31033,0,12,2,31.5,16,0,0,0,1,0
31036,0,2,1,207,2,0,0,0,1,0
31038,0,14,2,51.5,20,1,1,0,1,0
31044,0,16,10,35.7,72,2,1,0,1,0
31058,0,10,1,302,10,0,0,0,1,0
31062,1,6,12,18.5833333333333,42,3,1,1,1,1
31069,0,14,9,24.5555555555556,62,4,1,0,1,0
31087,1,14,2,152,22,0,0,1,1,0
31091,0,12,11,26.7272727272727,72,1,0,1,1,0
31116,1,14,2,120,20,0,0,1,1,0
31132,0,6,3,96.3333333333333,16,0,0,0,1,0
31140,0,16,1,222,16,1,0,0,1,0
31145,0,26,10,26.1,50,2,0,1,1,0
31160,0,10,11,40.2727272727273,74,3,1,1,1,1
31182,1,4,2,52.5,6,1,0,0,1,0
31194,0,16,12,37.0833333333333,68,4,1,1,1,0
31227,1,2,1,173,2,0,0,0,1,0
31267,0,14,6,26.3333333333333,42,1,0,1,1,1
31279,1,8,1,245,8,0,0,1,1,0
31302,1,10,2,87,14,0,0,1,1,0
31314,0,14,1,43,14,1,0,0,1,0
31317,0,20,1,51,20,0,0,0,1,0
31319,0,14,10,16.3,36,0,1,1,1,1
31329,1,16,8,39.75,54,0,1,1,1,0
31342,0,8,1,75,8,1,0,0,1,0
31350,0,12,1,156,12,1,0,0,1,0
31351,1,16,11,25.3636363636364,42,0,1,1,1,0
31360,0,16,1,229,16,1,0,0,1,0
31371,0,12,7,24,30,2,0,1,1,0
31391,1,34,4,38.25,54,1,0,1,1,1
31397,0,10,4,38.5,30,2,0,0,1,0
31403,1,12,1,39,12,1,0,0,1,0
31418,0,10,1,209,10,0,0,0,1,0
31424,0,2,2,75,8,0,0,1,1,0
31427,0,28,2,100.5,30,0,0,1,1,0
31448,0,12,3,109.666666666667,24,2,0,0,1,0
31466,0,34,2,108.5,36,0,0,0,1,0
31470,0,2,11,29.4545454545455,30,7,0,1,1,0
31479,0,8,2,141.5,14,0,0,1,1,0
31510,1,4,2,160.5,12,0,0,0,1,0
31531,0,12,5,27.4,28,0,0,1,1,1
31537,0,10,1,25,10,1,0,0,1,0
31547,0,2,1,178,2,0,0,0,1,0
31559,0,8,12,16.8333333333333,38,3,1,1,1,0
31568,0,8,1,305,8,0,0,0,1,0
31569,0,12,1,221,12,0,0,1,1,0
31600,1,4,1,181,4,1,0,0,1,0
31613,0,10,1,74,10,0,0,0,1,0
31627,0,12,1,97,12,0,0,1,1,0
31633,0,12,2,113,16,2,0,0,1,0
31635,0,6,1,242,6,0,0,0,1,0
31650,1,18,1,240,18,0,0,1,1,0
31657,1,24,1,22,24,1,0,0,1,0
31665,0,12,2,57.5,20,0,0,1,1,0
31680,0,8,2,113,14,1,0,0,1,0
31681,0,14,2,62,20,1,0,0,1,0
31682,0,24,2,75,30,1,1,0,1,0
31708,0,4,11,22.4545454545455,60,2,1,1,1,0
31735,0,18,1,124,18,0,0,0,1,0
31743,1,14,1,137,14,0,0,1,1,0
31745,1,22,7,45.7142857142857,52,2,0,1,1,0
31751,0,12,7,35.7142857142857,52,0,1,1,1,0
31762,1,32,11,29.4545454545455,86,1,1,1,1,0
31765,0,18,2,147.5,26,0,0,1,1,0
31780,0,10,2,128.5,16,1,1,0,1,0
31787,0,2,2,111.5,4,0,1,0,1,0
31803,0,8,9,29.5555555555556,50,1,0,1,1,1
31804,0,18,1,301,18,1,0,0,1,0
31823,0,8,2,119,14,1,0,0,1,0
31825,0,10,10,15.9,60,7,0,1,1,0
31828,0,2,4,58,24,2,0,1,1,0
31829,0,34,5,73.8,48,0,1,1,1,0
31836,0,4,2,152,10,1,0,0,1,0
31845,0,12,1,147,12,0,0,0,1,0
31866,1,14,8,46.875,38,2,1,1,1,0
31878,1,14,2,102.5,22,2,0,0,1,0
31881,0,16,6,32,28,1,0,1,1,1
31889,0,14,10,26.1,62,1,0,1,1,1
31890,1,12,1,92,12,1,0,0,1,0
31893,1,20,12,26.6666666666667,76,3,1,1,1,1
31894,0,2,4,24,16,1,0,0,1,0
31899,1,2,1,86,2,1,0,0,1,0
31905,0,34,1,294,34,0,0,0,1,0
31916,0,30,7,30.4285714285714,60,2,0,1,1,0
31917,1,14,2,26,18,2,0,0,1,0
31919,0,8,7,52.5714285714286,46,1,0,1,1,0
31921,0,14,2,64,22,0,0,0,1,0
31925,1,10,1,112,10,1,0,0,1,0
31931,0,8,1,164,8,0,0,0,1,0
31938,0,12,1,279,12,0,0,0,1,0
31957,1,6,8,35,52,3,1,1,1,1
31967,1,4,8,43.625,32,2,0,1,1,1
31981,0,20,1,135,20,0,0,1,1,0
31987,0,16,2,45.5,18,1,0,1,1,1
31994,1,8,8,31.625,30,2,1,1,1,0
31996,0,16,9,41.7777777777778,62,1,1,1,1,0
32002,0,6,5,34.6,28,2,0,1,1,1
32022,0,4,5,36.2,26,1,0,1,1,1
32029,1,2,12,25.4166666666667,60,2,1,1,1,1
32035,0,2,3,83,10,0,1,0,1,0
32045,1,14,2,160.5,20,0,0,1,1,0
32065,0,10,5,19.6,26,1,0,1,1,1
32082,0,4,5,25,20,3,1,0,1,0
32089,0,20,2,135.5,24,0,0,1,1,0
32090,0,4,8,46.625,44,3,0,1,1,0
32101,0,14,12,22.9166666666667,62,2,1,1,1,0
32117,0,22,2,33,26,0,0,1,1,0
32122,1,10,2,161.5,16,1,0,0,1,0
32138,1,6,1,118,6,1,0,0,1,0
32156,0,6,3,49,18,1,0,1,1,0
32172,0,14,2,59,18,0,0,1,1,0
32175,0,6,2,159.5,12,0,0,1,1,0
32202,0,10,2,94.5,12,1,0,1,1,0
32213,0,26,2,46,28,0,0,1,1,0
32224,0,2,1,190,2,1,0,0,1,0
32227,1,18,11,27.6363636363636,52,4,1,1,1,1
32239,0,14,1,207,14,0,0,0,1,0
32253,0,20,1,93,20,1,0,0,1,0
32276,0,8,1,248,8,0,0,0,1,0
32280,0,2,1,53,2,0,0,0,1,0
32295,0,24,1,271,24,1,0,0,1,0
32316,0,30,7,30.5714285714286,54,1,1,1,1,1
32332,0,14,3,56.3333333333333,24,1,0,0,1,0
32336,1,8,2,147.5,16,0,0,1,1,0
32349,1,18,1,256,18,0,0,0,1,0
32356,0,12,3,62.6666666666667,28,2,0,0,1,0
32383,0,12,5,20.2,40,2,0,0,1,0
32392,0,6,2,47,12,1,0,1,1,0
32396,0,16,2,93.5,20,1,0,1,1,0
32419,0,36,7,48.2857142857143,62,0,1,1,1,0
32421,0,12,1,164,12,0,0,0,1,0
32446,0,30,2,150.5,36,0,1,1,1,0
32457,0,10,11,34.3636363636364,40,3,0,1,1,0
32465,1,6,6,30.8333333333333,18,2,1,0,1,0
32471,0,28,12,26.9166666666667,80,4,1,1,1,1
32482,1,8,5,61.8,22,1,1,0,1,0
32487,0,26,4,83,48,0,0,0,1,0
32503,0,6,1,310,6,1,0,0,1,0
32508,0,16,10,18.9,62,1,1,1,1,0
32531,1,10,2,126.5,18,0,0,1,1,0
32559,0,2,2,29,8,1,0,0,1,0
32567,0,14,2,74.5,16,1,0,0,1,0
32576,0,28,1,32,28,0,0,0,1,0
32603,1,24,2,45.5,32,0,0,0,1,0
32605,0,10,2,47.5,16,0,0,1,1,0
32628,0,16,2,62.5,20,0,0,1,1,0
32630,1,22,2,40,26,0,0,0,1,0
32648,0,10,10,21.5,36,5,0,1,1,0
32649,0,10,10,42.9,38,4,0,1,1,1
32657,1,20,9,39.8888888888889,72,0,1,1,1,0
32702,0,10,2,159,14,1,0,1,1,0
32709,1,12,1,41,12,0,1,0,1,0
32712,1,8,2,108,16,0,0,0,1,0
32714,0,20,1,206,20,1,0,0,1,0
32730,0,26,5,72.6,44,1,1,1,1,0
32731,0,10,1,40,10,0,0,1,1,0
32742,1,24,1,178,24,1,0,0,1,0
32744,1,12,1,74,12,1,0,0,1,0
32747,1,18,1,275,18,1,0,0,1,0
32765,1,30,7,42.5714285714286,64,3,0,1,1,1
32771,0,20,2,137.5,22,1,0,1,1,1
32774,1,22,2,113,24,1,1,0,1,0
32792,0,14,2,89.5,20,0,1,0,1,0
32801,0,6,8,19.875,38,0,0,1,1,0
32826,0,6,2,89,14,0,1,0,1,0
32832,0,14,2,73,22,1,1,0,1,0
32847,0,10,10,38.4,46,3,1,1,1,0
32855,0,12,12,25.9166666666667,62,0,1,1,1,1
32856,0,16,1,170,16,0,0,0,1,0
32864,0,10,1,250,10,0,0,0,1,0
32884,0,34,2,85.5,38,1,0,0,1,0
32908,0,2,7,41,32,2,0,1,1,1
32909,0,16,1,218,16,0,0,0,1,0
32916,1,2,1,84,2,0,0,0,1,0
32919,0,16,1,166,16,0,0,1,1,0
32931,1,28,12,33.8333333333333,64,4,1,1,1,0
32951,1,6,1,251,6,0,0,0,1,0
32988,0,36,10,32.3,68,5,0,1,1,0
33015,1,12,1,176,12,0,0,0,1,0
33030,0,14,7,31.2857142857143,38,1,1,0,1,0
33036,0,10,3,39,24,0,1,1,1,0
33044,0,2,5,19.2,16,1,0,1,1,0
33058,0,6,2,119.5,10,0,1,1,1,0
33059,0,2,11,22.8181818181818,30,3,1,1,1,0
33061,0,28,4,85.5,38,3,0,1,1,0
33084,1,12,2,101.5,18,0,1,0,1,0
33111,1,16,1,24,16,0,0,0,1,0
33145,0,10,9,17.4444444444444,42,2,1,1,1,0
33148,0,30,2,49,32,0,1,0,1,0
33150,0,10,1,180,10,1,0,0,1,0
33163,0,12,1,68,12,0,0,1,1,0
33166,1,2,1,232,2,0,0,1,1,0
33168,1,12,2,115.5,16,0,0,1,1,0
33174,0,6,2,109.5,10,0,0,0,1,0
33191,0,10,9,20.2222222222222,36,2,1,1,1,0
33225,0,2,1,16,2,0,0,1,1,0
33226,0,14,2,45.5,18,0,0,1,1,0
33239,0,10,1,305,10,0,0,0,1,0
33260,0,30,2,123.5,38,1,0,1,1,0
33269,1,36,11,28.3636363636364,76,1,0,1,1,0
33283,1,30,11,29.7272727272727,64,1,1,1,1,0
33284,0,12,1,110,12,0,0,1,1,0
33291,0,6,2,155,14,0,0,1,1,0
33306,1,10,2,15.5,16,0,0,1,1,0
33309,0,16,1,142,16,0,1,0,1,0
33318,0,4,6,22.3333333333333,24,1,1,1,1,1
33327,1,18,7,15.2857142857143,48,2,0,1,1,0
33332,0,12,2,111.5,18,1,0,1,1,1
33353,0,24,1,51,24,0,0,0,1,0
33357,0,8,8,47,50,3,1,1,1,0
33364,0,2,2,107,6,0,0,0,1,0
33379,0,12,9,23.3333333333333,32,3,0,1,1,0
33403,1,4,2,60,6,0,1,1,1,0
33420,0,4,2,119,8,1,0,0,1,0
33421,1,14,2,55,18,1,0,1,1,0
33433,0,34,10,27,58,2,1,1,1,0
33443,0,4,4,27.25,24,1,0,0,1,0
33447,0,14,2,126,18,0,1,0,1,0
33449,0,12,2,105.5,18,0,0,0,1,0
33457,1,16,2,100.5,22,0,1,0,1,0
33464,0,16,1,149,16,0,0,0,1,0
33469,1,12,1,212,12,1,0,0,1,0
33470,0,12,2,132.5,16,1,0,0,1,0
33494,0,8,5,36.6,34,3,1,0,1,0
33505,1,10,4,44.25,26,2,0,0,1,0
33520,1,24,10,24.3,72,1,1,1,1,1
33532,0,16,2,69.5,22,1,0,0,1,0
33543,0,10,1,204,10,0,0,0,1,0
33567,0,2,1,98,2,0,0,0,1,0
33573,0,2,6,23.3333333333333,28,1,1,1,1,0
33582,0,16,2,23,20,1,0,0,1,0
33589,0,10,6,63.3333333333333,36,1,1,1,1,0
33594,1,8,2,127.5,12,0,0,1,1,0
33606,0,36,4,85.75,46,0,0,0,1,0
33613,0,12,2,73,14,1,0,1,1,0
33617,0,16,6,42,28,3,1,0,1,0
33621,0,8,1,76,8,0,0,0,1,0
33630,1,10,2,113.5,18,0,0,1,1,0
33638,0,12,7,49.8571428571429,46,4,0,1,1,1
33653,1,24,1,22,24,1,0,0,1,0
33680,0,8,2,132.5,14,0,0,1,1,0
33687,0,30,2,162.5,32,0,0,1,1,0
33696,0,32,2,36.5,40,0,0,0,1,0
33709,1,14,3,68.6666666666667,22,0,0,1,1,1
33732,0,28,2,137.5,34,0,0,0,1,0
33733,1,14,2,153.5,16,1,0,0,1,0
33736,0,16,1,67,16,0,0,0,1,0
33758,0,28,2,144.5,36,0,0,1,1,1
33760,0,12,8,51,34,1,0,1,1,1
33774,0,16,1,245,16,0,1,0,1,0
33778,0,12,1,244,12,0,0,0,1,0
33794,1,10,6,47,26,1,1,1,1,0
33799,0,4,9,15.5555555555556,50,3,1,1,1,0
33800,0,4,1,22,4,0,0,0,1,0
33801,0,12,3,41.6666666666667,24,1,0,0,1,0
33807,0,16,2,72.5,22,0,0,1,1,0
33811,0,10,3,26.6666666666667,24,0,0,1,1,0
33819,0,10,2,87.5,16,0,0,1,1,0
33825,1,18,8,34.375,64,2,0,1,1,0
33829,1,34,5,45,50,1,1,0,1,0
33848,0,10,1,274,10,0,0,0,1,0
33851,1,2,2,132,8,1,0,0,1,0
33875,0,4,1,144,4,0,0,1,1,0
33878,1,10,1,54,10,0,0,1,1,0
33885,0,26,7,16.5714285714286,60,2,1,0,1,0
33889,0,8,2,124.5,14,1,0,0,1,0
33906,1,6,1,170,6,1,0,0,1,0
33910,0,2,1,29,2,1,0,0,1,0
33943,0,14,2,72,18,1,0,0,1,0
33950,0,22,2,164.5,24,0,0,0,1,0
33968,1,16,1,221,16,0,0,1,1,0
33969,1,26,1,26,26,1,0,0,1,0
33979,0,16,2,76,20,0,1,0,1,0
33997,0,4,1,247,4,0,0,0,1,0
34004,0,10,2,89,16,2,0,0,1,0
34019,0,6,4,42.75,22,1,0,0,1,0
34027,1,10,1,291,10,0,0,1,1,0
34036,1,24,2,85,30,0,1,0,1,0
34037,0,14,2,64.5,22,0,0,1,1,0
34056,1,2,1,306,2,0,1,0,1,0
34064,0,2,1,193,2,0,0,0,1,0
34065,0,16,2,144,22,1,0,1,1,0
34087,0,10,2,33.5,16,0,0,1,1,0
34095,0,8,4,75.5,28,0,0,1,1,0
34105,0,14,9,24.5555555555556,60,0,1,1,1,0
34112,0,32,6,29.3333333333333,68,0,0,1,1,1
34120,0,16,8,19.5,46,3,1,1,1,1
34130,0,14,11,17.1818181818182,76,2,1,1,1,0
34131,0,8,12,39.3333333333333,66,3,1,1,1,0
34140,0,2,1,16,2,0,1,0,1,0
34142,0,4,2,109.5,12,0,1,0,1,0
34143,0,12,2,17,16,2,0,0,1,0
34151,0,18,2,110,26,0,0,1,1,0
34152,0,4,12,28.4166666666667,56,1,0,1,1,0
34162,0,14,1,95,14,0,1,0,1,0
34165,0,4,7,25.5714285714286,20,1,1,1,1,0
34173,0,14,1,100,14,0,0,0,1,0
34175,0,8,1,313,8,0,0,0,1,0
34194,0,8,3,30.3333333333333,18,1,0,0,1,0
